3,4,5,6,7,8,9,10
0.006311951214166953,0.004027582234347504,0.0021033475204796175,0.0015443518484489624,0.0012376982916969229,0.000619267232217736,0.0006657155082828511,0.00030030871542216405
"[0.006311951214166953, 0.031197205411697727, 0.030085981753464143, 0.009784452207258923, 0.008015561504340287]","[0.004027582234347504, 0.010996154007339977, 0.008013113655754482, 0.004110114636878591, 0.004866013836759111]","[0.0025713619147714408, 0.0022468809463395472, 0.0036536472020899853, 0.0021033475204796175, 0.003989707283317619]","[0.0015443518484489624, 0.002373543646671945, 0.0028943487967755714, 0.0030228333063706987, 0.002366856134922114]","[0.0013795828202087385, 0.0023200941327885943, 0.001520418010259069, 0.0012376982916969229, 0.0014603959270814868]","[0.001051599362717054, 0.000619267232217736, 0.001075322453582522, 0.0006854779364411243, 0.0012059452456197595]","[0.0006657155082828511, 0.0009052810277389364, 0.0010717387501177305, 0.00093227005262845, 0.0007201443881032363]","[0.0007278303889777933, 0.00036740867174853945, 0.00039159577471237596, 0.00030030871542216405, 0.0003612801598990741]"
0.05520126417152937,0.04797086144129891,0.021396351200560007,0.017306190291448174,0.00829030492363237,0.005005086572544493,0.004286400609539693,0.0026434918494474234
"[0.05471478312891632, 0.044575485616325114, 0.04563316221865042, 0.05520126417152937, 0.054874517117819065]","[0.04797086144129891, 0.021739108388947055, 0.022256742229478585, 0.03766996958197518, 0.03535194684376024]","[0.02032655471638972, 0.016550242392786445, 0.01548582221301829, 0.013679615937535803, 0.021396351200560007]","[0.008486401147081988, 0.012752157986909035, 0.00819129603113563, 0.009810741576197424, 0.017306190291448174]","[0.007077566999839917, 0.00829030492363237, 0.007083867234679572, 0.005831150268605089, 0.004354720285388023]","[0.004685846205067398, 0.0037758865819807422, 0.005005086572544493, 0.004048504331725079, 0.004942660842378769]","[0.0026016073288527538, 0.004097746334778944, 0.004099774766177282, 0.004286400609539693, 0.003196357476643878]","[0.0026434918494474234, 0.0012837228806716451, 0.0014192378768354335, 0.0015306423228263972, 0.0017496560748086198]"
